"Отметка времени"	"1. Ваш вік "	"2. Ваша стать"	"3.  В якому класі навчається Ваша дитина або Ваші діти (можна обрати кілька варіантів відповідей)? "	"4. Зазначте свою область проживання"	"5.  У якому населеному пункті розташований Ваш заклад освіти   "	"6.       Оберіть тип Вашого закладу освіти "	"7.  Зазначте форму власності Вашого закладу освіти "	"8. В якому форматі працює Ваш заклад освіти? "	"9. У скільки змін організовано навчання?"	"10. Яку освітню платформу  або інформаційно-комунікаційну систему використовує Ваш заклад освіти для управління освітнім процесом та комунікації з батьками? "	"Якщо зазначили ""Інше"", то напишіть яку саме  систему"	"11.Які  інформаційно-комунікаційні сервіси використовує Ваш заклад освіти для організації навчання  в очному чи в змішаному форматі? (можна вибрати декілька варіантів відповідей)"	"Якщо зазначили ""Інше"", то напишіть який саме сервіс"	"12. Чи задоволені ви технічною підтримкою (допомогою в разі технічних проблем), яку надає заклад освіти для використання освітньої платформи?"	"13. Чи маєте Ви доступ до електронного журналу та щоденника?"	"14. Чи сайт Вашого закладу освіти містить актуальну та корисну для батьків інформацію?"	"15. Зазначте позиції, які містить сайт Вашого закладу освіти (можна вибрати декілька варіантів відповідей):"	"16. За допомогою яких комунікаційних сервісів або соціальних мереж Ви спілкуєтесь з класним керівником Вашої дитини? (можна вибрати декілька варіантів відповідей)"	"Якщо зазначили ""Інше"", то напишіть що саме використовуєте"	"17. Чи налагоджений зворотній зв’язок з іншими вчителями?"	"18. Чи практикує Ваш заклад освіти опитування батьків щодо якості організації освітнього процесу?"	"19. Чи має Ваша дитина належні навички для самостійного використання цифрових ресурсів у навчанні?"	"20. Наскільки самостійно навчається Ваша дитина під час дистанційного та змішаного формату навчання?"	"21.Чи має Ваша дитина доступ до пристрою (комп'ютера, планшета) для навчання вдома?"	"22. Що, на Вашу думку, можна покращити в  інформаційно-цифровому середовищі Вашого закладу освіти? (опишіть, будь ласка, Ваші пропозиції)"
10/7/2024 17:52:38	"від 27 до 35"	"Жінка"	"8 клас"	"Одеська область"	"село"	"гімназія"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Моя школа"		"Не знаю"		"Частково"	"Ні"	"Частково"	"Правила поведінки під час онлайн-занять"	"Viber"		"Так"	"Так"	"Частково"	"Вчиться тільки з Вашою підтримкою"	"Так"	"Не знаю "
10/7/2024 19:13:12	"від 27 до 35"	"Жінка"	"8 клас"	"Одеська область"	"село"	"гімназія"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Моя школа"		"Не знаю"		"Частково"	"Ні"	"Частково"	"Правила поведінки під час онлайн-занять"	"Viber"		"Так"	"Так"	"Частково"	"Вчиться тільки з Вашою підтримкою"	"Ні"	"Не знаю "
10/7/2024 19:24:15	"від 35 до 45"	"Жінка"	"1 клас"	"Рівненська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Частково"	"Ні"	"Частково"	"Поради щодо психологічної підтримки дітей"	"Viber"		"Так"	"Ні"	"Ні"	"Займається з репетиторами додатково"	"Так"	"Не знаю "
10/7/2024 19:54:52	"від 35 до 45"	"Жінка"	"1 клас"	"Одеська область"	"село"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Ні, така підтримка не надається"	"Ні"	"Так"	"Зворотній зв’язок, Нічого з вищезазначеного"	"Viber"		"Частково"	"Ні"	"Так"	"Самостійно, але Ви контролюєте процес"	"Ні"	"Не знаю "
10/7/2024 22:41:25	"від 35 до 45"	"Жінка"	"5 клас"	"Одеська область"	"село"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Нові знання"		"Zoom"		"Ні, така підтримка не надається"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Частково"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/7/2024 22:55:46	"від 35 до 45"	"Жінка"	"8 клас"	"Одеська область"	"село"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Нові знання"		"Google classroom, Zoom"		"Так"	"Так"	"Так"	"Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/8/2024 8:40:40	"від 45 та старше"	"Чоловік"	"9 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Ні, така підтримка не надається"	"Так"	"Частково"	"Нічого з вищезазначеного"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 9:18:47	"від 35 до 45"	"Чоловік"	"4 клас"	"Миколаївська область"	"місто"	"НВК"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Не знаю"		"Google classroom, Zoom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Так"	"Так"	"Так"	"Вчиться тільки з Вашою підтримкою"	"Так"	"Не знаю "
10/8/2024 9:22:10	"від 35 до 45"	"Жінка"	"2 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Zoom"		"Частково"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/8/2024 9:44:38	"від 35 до 45"	"Жінка"	"6 клас"	"Одеська область"	"село"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Частково"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Частково (пристрій доступний не завжди)"	"Не знаю "
10/8/2024 10:12:01	"від 27 до 35"	"Жінка"	"4 клас"	"Харківська область"	"місто"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/8/2024 10:52:44	"від 35 до 45"	"Жінка"	"9 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Частково"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Поради щодо психологічної підтримки дітей"	"Viber"		"Частково"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Частково (пристрій доступний не завжди)"	"Не знаю "
10/8/2024 11:26:06	"від 35 до 45"	"Жінка"	"8 клас, 11 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Мій клас"		"Google classroom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Правила безпечного користування інтернетом, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Ні"	"Не знаю "
10/8/2024 11:27:02	"від 35 до 45"	"Жінка"	"10 клас"	"Харківська область"	"місто"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Частково"	"Так"	"Частково"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Зворотній зв’язок"	"Viber"		"Частково"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/8/2024 11:33:21	"від 27 до 35"	"Жінка"	"8 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Ні, така підтримка не надається"	"Так"	"Частково"	"Нічого з вищезазначеного"	"Viber"		"Ні"	"Так"	"Частково"	"Самостійно"	"Ні"	"Не знаю "
10/8/2024 11:49:46	"від 45 та старше"	"Жінка"	"10 клас"	"Харківська область"	"місто"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Zoom"		"Частково"	"Так"	"Частково"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 12:03:27	"від 35 до 45"	"Жінка"	"5 клас"	"Харківська область"	"село"	"загальноосвітня школа"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Так"	"Ні"	"Сайт не працює"	"Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом"	"Facebook"		"Так"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Ні"	"Не знаю "
10/8/2024 13:25:20	"від 45 та старше"	"Жінка"	"9 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Google classroom"		"Так"	"Так"	"Частково"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 14:02:58	"від 35 до 45"	"Жінка"	"5 клас, 8 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Частково"	"Так"	"Частково"	"Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 14:08:52	"від 35 до 45"	"Жінка"	"7 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Так"	"Так"	"Частково"	"Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом"	"Viber"		"Ні"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/8/2024 14:09:28	"від 35 до 45"	"Жінка"	"5 клас, 8 клас"	"Харківська область"	"смт"	"ліцей"	"корпоративна (приватна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Частково"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"не знаю "
10/8/2024 14:11:32	"від 35 до 45"	"Жінка"	"1 клас"	"Харківська область"	"місто"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Так"	"Ні"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Так"	"Так"	"Ні"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/8/2024 14:54:26	"від 35 до 45"	"Жінка"	"9 клас"	"Одеська область"	"село"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Нові знання"		"Zoom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 15:03:40	"від 35 до 45"	"Жінка"	"3 клас, 10 клас"	"Київська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Єдина школа"		"Google classroom, Zoom"		"Частково"	"Так"	"Так"	"Правила безпечного користування інтернетом"	"Viber"		"Ні"	"Так"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 15:27:42	"від 35 до 45"	"Жінка"	"6 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Так"	"Так"	"Так"	"Правила безпечного користування інтернетом"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 15:29:28	"від 35 до 45"	"Жінка"	"8 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Zoom"		"Частково"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/8/2024 15:39:21	"від 27 до 35"	"Жінка"	"8 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/8/2024 15:53:05	"від 35 до 45"	"Жінка"	"9 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Zoom"		"Частково"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 18:10:41	"від 35 до 45"	"Жінка"	"5 клас"	"Харківська область"	"село"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Google classroom, Zoom, Не знаю"		"Частково"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 18:29:29	"від 27 до 35"	"Жінка"	"5 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Зворотній зв’язок"	"Viber"		"Частково"	"Так"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 18:48:05	"від 45 та старше"	"Жінка"	"4 клас"	"Миколаївська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Мій клас"		"Google classroom, Zoom"		"Частково"	"Ні"	"Так"	"Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей"	"Viber"		"Частково"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/8/2024 18:49:01	"від 35 до 45"	"Жінка"	"8 клас"	"Харківська область"	"смт"	"загальноосвітня школа"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Поради щодо психологічної підтримки дітей"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/8/2024 18:55:48	"від 45 та старше"	"Жінка"	"8 клас, 9 клас"	"Харківська область"	"село"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Так"	"Ні"	"Ні"	"Нічого з вищезазначеного"	"Viber"		"Так"	"Ні"	"Частково"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 18:59:33	"від 27 до 35"	"Жінка"	"1 клас, 3 клас"	"Київська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Єдина школа"		"Google classroom, Zoom"		"Так"	"Так"	"Так"	"Правила безпечного користування інтернетом, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Ні"	"Ні"	"Частково"	"Вчиться тільки з Вашою підтримкою"	"Частково (пристрій доступний не завжди)"	"Не знаю "
10/8/2024 19:36:35	"від 45 та старше"	"Жінка"	"7 клас"	"Миколаївська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Частково"	"Так"	"Так"	"Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно"	"Так"	"не знаю "
10/8/2024 20:37:44	"від 45 та старше"	"Жінка"	"11 клас"	"Харківська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Так"	"Ні"	"Частково"	"Зворотній зв’язок"	"Telegram"		"Ні"	"Ні"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 20:45:20	"від 27 до 35"	"Чоловік"	"2 клас"	"Київська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Єдина школа"		"Zoom, Skype"		"Так"	"Так"	"Частково"	"Посилання на електронні підручники та навчальні матеріали, Зворотній зв’язок"	"Viber"		"Так"	"Ні"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Частково (пристрій доступний не завжди)"	"Не знаю "
10/8/2024 20:46:20	"від 35 до 45"	"Жінка"	"9 клас"	"Київська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Єдина школа, Мій клас"		"Google classroom, Zoom"		"Частково"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Зворотній зв’язок"	"Viber, Instagram, Telegram"		"Частково"	"Так"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/8/2024 21:05:54	"від 35 до 45"	"Чоловік"	"10 клас"	"Київська область"	"місто"	"заклад загальної середньої освіти"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Єдина школа"		"Не знаю"		"Частково"	"Так"	"Так"	"Нічого з вищезазначеного"	"Viber"		"Ні"	"Ні"	"Частково"	"Займається з репетиторами додатково"	"Так"	"Не знаю "
10/8/2024 21:13:20	"від 35 до 45"	"Жінка"	"8 клас"	"Миколаївська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Не знаю"		"Google classroom, Zoom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 7:58:43	"від 35 до 45"	"Жінка"	"4 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Zoom"		"Частково"	"Ні"	"Частково"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Частково (пристрій доступний не завжди)"	"Не знаю "
10/9/2024 8:10:41	"від 35 до 45"	"Жінка"	"11 клас"	"Львівська область"	"місто"	"заклад загальної середньої освіти"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Інше"		"Zoom, Інше"		"Частково"	"Так"	"Частково"	"Нічого з вищезазначеного"	"Viber, Telegram"		"Частково"	"Ні"	"Так"	"Займається з репетиторами додатково"	"Так"	"Не знаю "
10/9/2024 8:32:41	"від 35 до 45"	"Жінка"	"11 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Ні, така підтримка не надається"	"Так"	"Ні"	"Нічого з вищезазначеного"	"Viber"		"Ні"	"Ні"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 8:34:49	"від 35 до 45"	"Жінка"	"1 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Так"	"Так"	"Так"	"Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Так"	"Ні"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 9:04:56	"від 27 до 35"	"Чоловік"	"5 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Zoom"		"Частково"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом"	"Viber"		"Частково"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 9:25:28	"від 35 до 45"	"Жінка"	"6 клас, 8 клас"	"Полтавська область"	"село"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Нові знання"		"Google classroom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 9:55:35	"від 35 до 45"	"Жінка"	"1 клас, 7 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Zoom"		"Частково"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Правила поведінки під час онлайн-занять"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/9/2024 10:01:00	"від 35 до 45"	"Жінка"	"2 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Так"	"Так"	"Частково"	"Нічого з вищезазначеного"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно"	"Так"	"Не знаю "
10/9/2024 10:01:50	"від 27 до 35"	"Жінка"	"2 клас"	"Волинська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Так"	"Ні"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Частково (пристрій доступний не завжди)"	"Не знаю "
10/9/2024 10:31:54	"від 45 та старше"	"Жінка"	"4 клас"	"Харківська область"	"місто"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Google classroom"		"Частково"	"Так"	"Частково"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Частково"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 10:39:34	"від 45 та старше"	"Чоловік"	"2 клас"	"Харківська область"	"місто"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 11:07:19	"від 35 до 45"	"Жінка"	"6 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Ні, така підтримка не надається"	"Так"	"Так"	"Нічого з вищезазначеного"	"Viber"		"Частково"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 11:37:53	"від 35 до 45"	"Жінка"	"4 клас"	"Волинська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Так"	"Так"	"Частково"	"Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів"	"Viber"		"Так"	"Так"	"Частково"	"Вчиться тільки з Вашою підтримкою"	"Так"	"Не знаю "
10/9/2024 11:44:51	"від 27 до 35"	"Жінка"	"4 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Так"	"Ні"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом"	"Facebook, Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 11:46:36	"від 27 до 35"	"Жінка"	"6 клас"	"Волинська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали"	"Facebook, Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 12:00:45	"від 35 до 45"	"Жінка"	"9 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Частково"	"Так"	"Частково"	"Нічого з вищезазначеного"	"Viber"		"Ні"	"Так"	"Частково"	"Самостійно"	"Частково (пристрій доступний не завжди)"	"Не знаю "
10/9/2024 12:02:30	"від 35 до 45"	"Жінка"	"2 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Поради щодо психологічної підтримки дітей"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 12:04:41	"від 27 до 35"	"Жінка"	"4 клас"	"Волинська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Так"	"Ні"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Частково (пристрій доступний не завжди)"	"Не знаю "
10/9/2024 12:18:44	"від 45 та старше"	"Жінка"	"1 клас, 4 клас, 6 клас, 7 клас, 9 клас"	"Харківська область"	"село"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Google classroom, Zoom"		"Частково"	"Так"	"Частково"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Правила поведінки під час онлайн-занять"	"Viber"		"Так"	"Ні"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
